,EudraCT Number:,Country,Member State,Start Date,End Date,Trial Status:,Therapeutic area,Main objective of the trial,Trial Scope,Trial Phase,Age Group,Gender
4517,2007-005352-17,Germany,Germany - BfArM,2009-08-05,2014-07-22,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To assess the efficacy and safety of Bupropion in the treatment of apathy in Alzheimer’s dementia. Primary hypothesis: Bupropion reduces the score on the Apathy Evaluation Scale (AES) as compared to a placebo group in Alzheimer’s dementia patients with apathy.,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
4534,2010-024191-25,France,Austria - BASG,2012-02-13,2014-07-25,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],Assess the effect of agomelatine on the circadian rhythms in Major Depressive Disorder patients by evaluating circadian parameters.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
4539,2010-024191-25,France,Germany - BfArM,2012-02-08,2014-07-25,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],Assess the effect of agomelatine on the circadian rhythms in Major Depressive Disorder patients by evaluating circadian parameters.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
4692,2009-011881-27,Germany,Germany - BfArM,2010-01-20,2013-05-15,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To prove the mechanism of action of acitretin in AD patients. The increase of CSF APPSα levels in patients treated with acitretin should indicate the activation of the non-amyloidigenic pathway of APP processing via α-secretase. Das primäre Ziel ist die Prüfung der Wirksamkeit einer Acitretin-Therapie bei Alzheimer-Krankheit.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
4699,2012-002430-36,Italy,Spain - AEMPS,2012-11-12,,Ongoing,Psychiatry and Psychology [F] - Behaviours [F01],Test the hypothesis that antibiotic treatment of GAS colonisation compared to placebo is associated with a larger reduction of tic and associated neuropsychiatric symptoms in the short-term (1 month) in patients with a tic disorder colonised by GAS. Verificar la hipotesis de que el tratamiento antibiotico de la colonización por GAS comparado con placebo se asocia a una mayor reducción de los tics y de los sintomas neuropsiquiatricos a sociados a corto plazo( 1 mes) en pacientes con desordenes de tic colonizados por GAS.,Therapy,Therapeutic use (Phase IV),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
4702,2012-002430-36,Italy,Netherlands - Competent Authority,2014-03-12,,Ongoing,Psychiatry and Psychology [F] - Behaviours [F01],Test the hypothesis that antibiotic treatment of GAS colonisation compared to placebo is associated with a larger reduction of tic and associated neuropsychiatric symptoms in the short-term (1 month) in patients with a tic disorder colonised by GAS. De hypothese testen dat antibiotica behandeling van GAS colonisatie vergeleken met placebo samen hangt met een grotere reductie van tic en aanverwante neuropsychiatrische symptomen op de korte termijn (1 maand) in patiënten met een tic stoornis met een GAS colonisatie.,Therapy,Therapeutic use (Phase IV),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
4714,2012-002430-36,Italy,Italy - Italian Medicines Agency,2012-07-16,,Ongoing,Psychiatry and Psychology [F] - Behaviours [F01],Test the hypothesis that antibiotic treatment of GAS colonisation compared to placebo is associated with a larger reduction of tic and associated neuropsychiatric symptoms in the short-term (1 month) in patients with a tic disorder colonised by GAS. Verificare l’ipotesi che il trattamento antibiotico della colonizzazione da GAS sia associato ad una maggiore riduzione dei tic e dei sintomi neuropsichiatrici associati rispetto al placebo a breve termine (1 mese) in pazienti con un disturbo da tic colonizzati da GAS.,Therapy,Therapeutic use (Phase IV),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
4740,2012-000778-46,Germany,Germany - BfArM,2012-07-18,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],"A powerful tool in the treatment of bipolar disorder is lithium. On a molecular level modulation of the protein kinase B and glycogen synthase kinase 3 signalling pathway by various G-protein coupled receptors has been discussed. Dopamine and serotonine receptors play a major role. In humans these two transmitter systems are accessible via PET. Emotional and cognitive functions can non-invasively be explored by fMRI. With MR-spectroscopy at ultra-high field lithium in the brain becomes quantitatively assessable. Imaging at ultra-high fields also opens up avenues for advanced sodium imaging. One hypothesis about the efficacy of lithium states that it balances the intracellular sodium concentration. A multimodal imaging approach is required to elucidate lithium working mechanisms. Our bilateral project aims to elucidate the pathophysiology of lithium in 40 healthy volun-teers (20m/20f) and 40 euthymic bipolar patients type 1 (20m/20f, 2 groups: monotherapy with lithium / lithium naive). Eine sehr effiziente Behandlung bipolarer Störungen stellt die Medikation mit Lithium dar. Signale von D2-Rezeptoren, Serotoninrezeptoren und anderen G-Protein-gekoppelten Rezeptoren spielen eine wichtige Rolle im Lithium vermittelten Signalweg. Bei Menschen sind diese Transmittersysteme über PET spezifisch untersuchbar. Emotionale und kognitive Funktionen können nicht-invasiv durch fMRT untersucht werden. Mit dem Beginn der Ultra-Hochfeld-Bildgebung wird es möglich, die Lithium-Konzentration mittels Spektroskopie zu messen. Es eröffnen sich neue Perspektiven für die Natriumbildgebung. Eine Hypothese über die Effektivität von Lithium lautet, dass Lithium die intrazelluläre Sodiumkonzentration steuert. Auf diesen Grundlagen basiert der multimodale Untersuchungsansatz dieses Projektes. Unser bilaterales Projekt untersucht die Wirkweise von Lithium in 40 gesunden Probanden (20m/20w) und euthymen Patienten mit Bipolarer Störung Typ 1 (20m/20w, Monotherapie mit Lithium vs. Lithium naiv).",,Therapeutic use (Phase IV),Adults (18-64 years),"Female, Male"
4812,2013-000458-23,Finland,Finland - Fimea,2013-03-11,2014-04-14,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],The aim of this study is to investigate whether sodium benzoate is superior to placebo in decreasing symptoms among patients with attenuated/transient psychosis.,Therapy,Therapeutic exploratory (Phase II),"Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
5013,2012-005513-40,Finland,Finland - Fimea,2013-07-01,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],To study if famotidine add-on treatment is more effective than placebo add-on in reducing symptoms of schizophrenia among patients receiving insufficient response to ongoing antip-sychotic treatment.,"Therapy, Efficacy","Therapeutic exploratory (Phase II), Therapeutic confirmatory (Phase III)","Adults (18-64 years), Elderly (>=65 years)","Female, Male"
5018,2012-003806-28,United States,Latvia - SAM,2013-01-25,2014-02-17,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],The primary objective of this open-label trial is to evaluate the safety and tolerability of aripiprazole intramuscular (IM) depot administered for 26 weeks to subjects with schizophrenia.,Safety,Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
5019,2012-005246-38,Norway,Norway - NOMA,2013-02-07,,Ongoing,Psychiatry and Psychology [F] - Behaviours [F01],"To investigate the effects of methylphenidate on behavioural processes and brain mechanisms involved in decision making and instrumental in adults with ADHD. We will be testing patients on and off their already prescribed medication dose while they are performing a value-based decision making task and/or an instrumental learning task, either in an MRI-scanner (to document the effects of methylphenidate on decision making and the brain processes associated with this) or without MRI in a pure behavioural arm.","Therapy, Efficacy",Therapeutic use (Phase IV),Adults (18-64 years),"Female, Male"
5024,2012-005513-40,Finland,Sweden - MPA,2013-04-02,,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To study if famotidine add-on treatment is more effective than placebo add-on in reducing symptoms of schizophrenia among patients receiving insufficient response to ongoing antip-sychotic treatment.,"Therapy, Efficacy","Therapeutic exploratory (Phase II), Therapeutic confirmatory (Phase III)","Adults (18-64 years), Elderly (>=65 years)","Female, Male"
5047,2012-002237-11,United Kingdom,UK - MHRA,2012-09-18,2013-04-02,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"To determine the clinical and cost effectiveness of a personalised behavioural intervention (PBI) compared to treatment-as-usual (TAU) at achieving heroin and cocaine abstinence and health economic outcomes after 12 weeks of PBI, among initially non-responsive patients enrolled in Opiate Substitution Treatment (methadone [MMT]; Suboxone [SMT] (according to clinical preference) in a specialist NHS addictions treatment centre.",Therapy,Therapeutic use (Phase IV),Adults (18-64 years),"Female, Male"
5079,2012-004169-42,Denmark,Finland - Fimea,2013-07-17,2014-04-01,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of brexpiprazole as adjunct treatment to antidepressant (ADT),"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
5080,2012-004169-42,Denmark,Slovakia - SIDC (Slovak),2013-07-29,2014-04-01,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of brexpiprazole as adjunct treatment to antidepressant (ADT),"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
5081,2012-004169-42,Denmark,UK - MHRA,2013-07-08,2014-04-01,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of brexpiprazole as adjunct treatment to antidepressant (ADT),"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
5082,2012-004169-42,Denmark,Lithuania - SMCA,2013-06-25,,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of brexpiprazole as adjunct treatment to antidepressant (ADT),"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
5083,2012-004169-42,Denmark,Poland - Office for Medicinal Products,2013-08-28,2014-04-01,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of brexpiprazole as adjunct treatment to antidepressant (ADT),"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
5085,2012-004169-42,Denmark,Italy - Italian Medicines Agency,2013-07-12,2014-04-01,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of brexpiprazole as adjunct treatment to antidepressant (ADT),"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
5087,2012-004169-42,Denmark,Sweden - MPA,2013-06-20,,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of brexpiprazole as adjunct treatment to antidepressant (ADT),"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
5095,2012-004169-42,Denmark,Latvia - SAM,2013-08-30,,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of brexpiprazole as adjunct treatment to antidepressant (ADT),"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
