,EudraCT Number:,Country,Member State,Start Date,End Date,Trial Status:,Therapeutic area,Main objective of the trial,Trial Scope,Trial Phase,Age Group,Gender
527,2015-003512-20,Israel,UK - MHRA,2016-03-03,2019-04-10,Completed,Diseases [C] - Nervous System Diseases [C10],"To assess the efficacy, safety, and tolerability of Accordion Pill carbidopa/levodopa (AP-CD/LD) compared to Immediate Release carbidopa/levodopa (IR-CD/LD) in fluctuating Parkinson's Disease patients.","Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
528,2016-001221-14,Denmark,Denmark - DHMA,2016-03-22,2017-02-02,Completed,Diseases [C] - Nervous System Diseases [C10],"The main objective is to investigate the effect of a single dose of 5 mikrogram GLP-1 receptor agonist ( exenatid ) on blood flow velocity and oxigination in persons without cerebrovascular disease. Formålet med dette forsøg er, at undersøge effekten af en enkeltdosis glukagon-lignende peptid 1 receptor agonist (GLP-1-RA) på blodgennemstrømningshastigheden og iltmætningen i hjernen hos personer uden cerebrovaskulær lidelse.",Therapy,Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
627,2016-003928-23,United Kingdom,Spain - AEMPS,2017-03-31,,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To determine whether elenbecestat (E2609) is superior to placebo on the change from baseline in the Clinical Dementia Rating - Sum Of Boxes (CDR-SB) at 24 months in subjects with Early Alzheimer’s Disease (EAD) Determinar si elenbecestat (E2609) es superior al placebo en el cambio desde el inicio en la escala de Clasificación Clínica de la Demencia - Suma de Cajas (CDR-SB, Clinical Dementia Rating - Sum Of Boxes) a los 24 meses en pacientes con enfermedad de Alzheimer precoz (EAP)","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
628,2016-003928-23,United Kingdom,Bulgarian Drug Agency,2017-06-09,2020-01-15,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],To determine whether elenbecestat (E2609) is superior to placebo on the change from baseline in the Clinical Dementia Rating - Sum Of Boxes (CDR-SB) at 24 months in subjects with Early Alzheimer’s Disease (EAD),"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
631,2016-003928-23,United Kingdom,Austria - BASG,2017-05-31,2020-01-15,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],To determine whether elenbecestat (E2609) is superior to placebo on the change from baseline in the Clinical Dementia Rating - Sum Of Boxes (CDR-SB) at 24 months in subjects with Early Alzheimer’s Disease (EAD),"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
633,2016-001826-33,Canada,Germany - BfArM,2017-12-18,2019-11-20,Completed,Diseases [C] - Nervous System Diseases [C10],"The primary objective is to determine the efficacy of the neuroprotectant, NA-1, in reducing global disability in subjects with major AIS with a small established infarct core and with good collateral circulation selected for endovascular revascularization.","Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
634,2015-005495-19,United States,Spain - AEMPS,2016-04-20,,Completed,Diseases [C] - Nervous System Diseases [C10],"? To assess the effects of RVT-101 versus placebo on global function as measured by the Clinician?s Interview-Based Impression of Change Plus Caregiver Input (CIBIC+) after 24 weeks of treatment ? To assess the effects of RVT-101 versus placebo on cognition as measured by the composite z-score of the 7 domains of the Cognitive Drug Research (CDR) computerized assessment system after 24 weeks of treatment (CDR domains include Power of Attention, Continuity of Attention, Quality of Working Memory, Quality of Episodic Memory, Speed of Memory, Cognitive Reaction Time and Reaction Time Variability) -Evaluar los efectos de RVT-101 frente a placebo en la función global evaluada con la información aportada por la escala CIBIC+ (impresión de cambio basada en las entrevistas realizadas por el médico) después de 24 semanas de tratamiento. -Evaluar los efectos de RVT-101 frente a placebo en la función cognitiva medida mediante la puntuación z compuesta de los 7 dominios del sistema computarizado de evaluación de la investigación cognitiva del fármaco (ICF) después de 24 semanas de tratamiento (los dominios de la ICF son capacidad de atención, continuidad de la atención, calidad de la memoria de trabajo, calidad de la memoria episódica, velocidad de memoria, tiempo de reacción cognitivo y variabilidad en el tiempo de reacción)","Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
637,2016-001826-33,Canada,Ireland - HPRA,2017-05-09,2019-11-20,Completed,Diseases [C] - Nervous System Diseases [C10],"The primary objective is to determine the efficacy of the neuroprotectant, NA-1, in reducing global disability in subjects with major AIS with a small established infarct core and with good collateral circulation selected for endovascular revascularization.","Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
640,2015-005495-19,United States,Italy - Italian Medicines Agency,2018-02-22,2017-11-27,Completed,Diseases [C] - Nervous System Diseases [C10],"• To assess the effects of RVT-101 versus placebo on global function as measured by the Clinician's Interview-Based Impression of Change Plus Caregiver Input (CIBIC+) after 24 weeks of treatment • To assess the effects of RVT-101 versus placebo on cognition as measured by the composite z-score of the 7 domains of the Cognitive Drug Research (CDR) computerized assessment system after 24 weeks of treatment (CDR domains include Power of Attention, Continuity of Attention, Quality of Working Memory, Quality of Episodic Memory, Speed of Memory, Cognitive Reaction Time and Reaction Time Variability) •Valutare gli effetti di RVT-101 rispetto al placebo sulla funzionalità complessiva misurata in base alla scala CIBIC+ (Clinician’sInterview-Based Impression of Change Plus Caregiver Input - Impressione clinica di cambiamento supportata dal caregiver) dopo 24 settimane di trattamento •Valutare gli effetti di RVT-101 rispetto al placebo sulle capacità cognitive misurate in base al punteggio Z composito che combina i 7 domini del sistema di valutazione computerizzato CDR (Cognitive DrugResearch - Ricerca cognitiva sul farmaco) dopo 24 settimane di trattamento (i domini CDR comprendono Capacità di attenzione, Continuità di attenzione, Qualità della memoria di lavoro, Qualità della memoria episodica, Velocità di memoria, Tempo di reazione cognitiva e Variabilità del tempo di reazione)","Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
641,2015-005495-19,United States,Netherlands - Competent Authority,2016-04-25,,Completed,Diseases [C] - Nervous System Diseases [C10],"• To assess the effects of RVT-101 versus placebo on global function as measured by the Clinician’s Interview-Based Impression of Change Plus Caregiver Input (CIBIC+) after 24 weeks of treatment • To assess the effects of RVT-101 versus placebo on cognition as measured by the composite z-score of the 7 domains of the Cognitive Drug Research (CDR) computerized assessment system after 24 weeks of treatment (CDR domains include Power of Attention, Continuity of Attention, Quality of Working Memory, Quality of Episodic Memory, Speed of Memory, Cognitive Reaction Time and Reaction Time Variability) To assess the effects of RVT-101 versus placebo on cognition as measured by the 7- domains of the CDR computerized assessment system after 24 weeks of treatment (CDR domains include Power of Attention, Continuity of Attention, Quality of Working Memory, Quality of Episodic Memory, Speed of Memory, Cognitive Reaction Time and Reaction Time Variability).","Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
644,2016-003928-23,United Kingdom,UK - MHRA,2017-02-23,2020-01-15,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],Core To determine whether elenbecestat (E2609) is superior to placebo on the change from baseline in the Clinical Dementia Rating - Sum Of Boxes (CDR-SB) at 24 months in subjects with Early Alzheimer’s Disease (EAD) pooled across studies E2609-G000-301 and E2609-G000-302.  Extension To evaluate the long-term safety and tolerability of daily dosing with elenbecestat in subjects with EAD,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
646,2016-003928-23,United Kingdom,France - ANSM,2019-06-14,,Completed,Diseases [C] - Nervous System Diseases [C10],To determine whether elenbecestat (E2609) is superior to placebo on the change from baseline in the Clinical Dementia Rating - Sum Of Boxes (CDR-SB) at 24 months in subjects with Early Alzheimer’s Disease (EAD),"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
653,2016-003928-23,United Kingdom,Czechia - SUKL,2017-04-19,2020-01-15,Completed,Diseases [C] - Nervous System Diseases [C10],To determine whether elenbecestat (E2609) is superior to placebo on the change from baseline in the Clinical Dementia Rating - Sum Of Boxes (CDR-SB) at 24 months in subjects with Early Alzheimer’s Disease (EAD),"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
656,2016-001826-33,Canada,UK - MHRA,2017-05-16,2019-11-20,Completed,Diseases [C] - Nervous System Diseases [C10],"The primary objective is to determine the efficacy of the neuroprotectant, NA-1, in reducing global disability in subjects with major AIS with a small established infarct core and with good collateral circulation selected for endovascular revascularization.","Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
660,2016-003928-23,United Kingdom,Greece - EOF,2017-07-27,2020-01-15,Completed,Diseases [C] - Nervous System Diseases [C10],To determine whether elenbecestat (E2609) is superior to placebo on the change from baseline in the Clinical Dementia Rating - Sum Of Boxes (CDR-SB) at 24 months in subjects with Early Alzheimer’s Disease (EAD),"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
718,2015-000630-30,Slovakia,Slovakia - SIDC (Slovak),2016-01-05,2019-06-25,Completed,Diseases [C] - Nervous System Diseases [C10],To evaluate safety and tolerability of long-term AADvac1 treatment of patients with mild Alzheimer’s disease.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
720,2017-002127-16,Sweden,Sweden - MPA,2018-02-05,,Completed,Diseases [C] - Nervous System Diseases [C10],Part A: The primary objective is to assess the safety and tolerability of GR3027 after a single oral dose of GR3027 in female patients with IH.  Part B: The primary objective is to assess the safety and tolerability of GR3027 after multiple dose administration in patients with IH.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
723,2015-000630-30,Slovakia,Germany - PEI,2015-12-23,2019-06-25,Completed,Diseases [C] - Nervous System Diseases [C10],To evaluate safety and tolerability of long-term AADvac1 treatment of patients with mild Alzheimer’s disease.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
727,2015-000630-30,Slovakia,Slovenia - JAZMP,2016-06-15,2019-06-25,Completed,Diseases [C] - Nervous System Diseases [C10],To evaluate safety and tolerability of long-term AADvac1 treatment of patients with mild Alzheimer’s disease.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
730,2015-000630-30,Slovakia,Austria - BASG,2015-10-23,2019-06-25,Completed,Diseases [C] - Nervous System Diseases [C10],To evaluate safety and tolerability of long-term AADvac1 treatment of patients with mild Alzheimer’s disease.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
